code,city,country,lat,lon
FAB,FARNBOROUGH,ENGLAND,51.276,-0.776
N/A,CHALSGROVE,ENGLAND,51.676,-1.081
BBS,BLACKBUSHE,ENGLAND,51.324,-0.848
LHR,LONDON,ENGALND,51.477,-0.461
SEN,SOUTHEND,ENGLAND,51.571,0.696
LYX,LYDD,UK,50.956,0.939
MSE,MANSTON,ENGLAND,51.342,1.346
N/A,BROUGH,ENGLAND,53.719,-0.566
CAX,CARLISLE,ENGLAND,54.938,-2.809
BLK,BLACKPOOL,ENGLAND,53.772,-3.029
HUY,HUMBERSIDE,ENGLAND,53.574,-0.351
BWF,BARROW ISLAND,ENGLAND,54.130,-3.256
LBA,LEEDS,ENGLAND,53.866,-1.661
N/A,WARTON,UK,53.745,-2.883
CEG,HAWARDEN,ENGLAND,53.178,-2.978
IOM,ISLE OF MAN,ENGLAND,54.083,-4.624
NCL,NEWCASTLE,ENGLAND,55.038,-1.692
MME,TEESSIDE,ENGLAND,54.509,-1.429
EMA,EAST MIDLANDS,ENGLAND,52.831,-1.328
N/A,LLANBEDR,ENGLAND,52.812,-4.123
N/A,TERNHILL,UK,52.871,-2.533
N/A,MONA,UK,53.258,-4.373
N/A,SHAWBURY,UK,52.798,-2.668
N/A,VALLEY,UK,53.248,-4.535
N/A,WOODVALE,UK,53.581,-3.055
N/A,WEST FREUGH,UK,54.851,-4.948
KOI,KIRKWALL,SCOTLAND,58.958,-2.905
LSI,SUMBURGH,UK,59.879,-1.296
WIC,WICK,UK,58.459,-3.093
ABZ,ABERDEEN,UK,57.204,-2.200
INV,INVERNESS,UK,57.540,-4.050
GLA,GLASGOW,UK,55.872,-4.433
EDI,EDINBURGH,UK,55.950,-3.373
ILY,ISLAY,UK,55.682,-6.257
PIK,PRESTWICK,UK,55.508,-4.587
BEB,BENBECULA,UK,57.481,-7.363
SDZ,SCATSTA,UK,60.432,-1.298
DND,DUNDEE,UK,56.453,-3.026
SYY,STORNOWAY,UK,58.214,-6.329
TRE,TIREE,UK,56.499,-6.869
ADX,LEUCHARS,UK,56.373,-2.868
LMO,LOSSIEMOUTH,UK,57.705,-3.339
N/A,BRACKNELL,ENGLAND,51.383,-0.783
CBG,CAMBRIDGE,ENGLAND,52.205,0.175
N/A,PETERBOROUGH,ENGLAND,52.468,-0.251
NWI,NORWICH,ENGLAND,52.676,1.283
STN,LONDON,ENGLAND,51.885,0.235
N/A,NORTH WEALD,UK,51.722,0.154
N/A,FOWLMERE,ENGLAND,53.394,-1.388
N/A,CRANFIELD,ENGLAND,52.072,-0.617
N/A,DUNSFOLD,ENGLAND,51.117,-0.534
EXT,EXETER,ENGLAND,50.734,-3.414
FZO,BRISTOL,ENGLAND,51.519,-2.591
HTF,HATFIELD,ENGLAND,51.767,0.250
OXF,OXFORD,ENGLAND,51.837,-1.320
N/A,BENSON,ENGLAND,51.616,-1.096
N/A,LAKENHEATH,ENGLAND,52.409,0.561
MHZ,MILDENHALL,ENGLAND,52.361,0.488
N/A,WATTISHAM,UK,52.127,0.956
N/A,WYTON,UK,52.357,-0.108
FFD,FAIRFORD,ENGLAND,51.682,-1.790
BZZ,BRIZE NORTON,ENGLAND,51.750,-1.584
ODH,ODIHAM,UK,51.234,-0.943
N/A,COSFORD,ENGLAND,52.640,-2.306
NHT,NORTHOLT,UK,51.553,-0.418
QCY,CONINGSBY,ENGLAND,53.093,-0.166
N/A,DISHFORTH,ENGLAND,54.137,-1.420
N/A,LEEMING,ENGLAND,54.292,-1.535
N/A,CHURCH FENTON,ENGLAND,53.834,-1.195
BEQ,HONINGTON,ENGLAND,52.343,0.773
N/A,COTTESMORE,ENGLAND,52.736,-0.649
N/A,SCAMPTON,UK,53.307,-0.551
N/A,WITTERING,UK,52.613,-0.476
N/A,LINTON-ON-OUSE,ENGLAND,54.049,-1.252
WTN,WADDINGTON,UK,53.166,-0.524
N/A,TOPCLIFFE,UK,54.206,-1.382
CLF,COLTISHALL,ENGLAND,52.755,1.357
N/A,CRANWELL,ENGLAND,53.031,-0.481
N/A,BARKSTON HEATH,ENGLAND,52.962,-0.561
KNF,MARHAM,UK,52.648,0.550
MPN,MOUNT PLEASANT,FALKLAND ISLANDS,-51.823,-58.447
AMS,AMSTERDAM,NETHERLANDS,52.309,4.764
N/A,WEERT,NETHERLANDS,51.255,5.601
MST,MAASTRICHT,NETHERLANDS,50.911,5.770
N/A,DEELEN,NETHERLANDS,52.061,5.873
N/A,DRACHTEN,NETHERLANDS,53.119,6.130
EIN,EINDHOVEN,NETHERLANDS,51.450,5.374
GRQ,GRONINGEN,NETHERLANDS,53.119,6.579
N/A,GILZE-RIJEN,NETHERLANDS,51.568,4.933
DHR,DE KOOY,NETHERLANDS,52.923,4.781
N/A,LELYSTAD,NETHERLANDS,52.460,5.527
LWR,LEEUWARDEN,NETHERLANDS,53.229,5.761
RTM,ROTTERDAM,NETHERLANDS,51.957,4.442
UTC,SOESTERBERG,NETHERLANDS,52.127,5.276
ENS,ENSCHEDE,NETHERLANDS,52.270,6.874
LID,VALKENBURG,NETHERLANDS,52.170,4.426
WOE,WOENSDRECHT,NETHERLANDS,51.449,4.342
ORK,CORK,IRELAND,51.843,-8.492
GWY,GALWAY,IRELAND,53.301,-8.939
N/A,DONEGAL,IRELAND,55.044,-8.341
DUB,DUBLIN,IRELAND,53.421,-6.270
NOC,CONNAUGHT,IRELAND,53.910,-8.818
KIR,KERRY,IRELAND,52.181,-9.524
N/A,CASEMENT,IRELAND,53.303,-6.443
SNN,SHANNON,IRELAND,52.702,-8.925
SXL,SLIGO,IRELAND,54.280,-8.599
WAT,WATERFORD,IRELAND,52.187,-7.087
AAR,AARHUS,DENMARK,56.304,10.619
BLL,BILLUND,DENMARK,55.740,9.152
CPH,COPENHAGEN,DENMARK,55.618,12.656
EBJ,ESBJERG,DENMARK,55.526,8.553
N/A,GRONHOLT,DENMARK,55.941,12.382
N/A,LINDTORP,DENMARK,56.397,8.443
KRP,KARUP,DENMARK,56.297,9.124
N/A,LAESO,DENMARK,57.278,11.001
N/A,MARIBO,DENMARK,54.699,11.440
ODE,ODENSE,DENMARK,55.476,10.329
N/A,KRUSA-PADBORG,DENMARK,54.870,9.279
RKE,COPENHAGEN,DENMARK,55.586,12.131
RNN,RONNE,DENMARK,55.063,14.759
SGD,SOENDERBORG,DENMARK,54.964,9.792
N/A,SINDAL,DENMARK,57.503,10.229
SKS,SKRYDSTRUP,DENMARK,55.225,9.264
N/A,SKIVE,DENMARK,56.550,9.173
TED,THISTED,DENMARK,57.069,8.705
N/A,VANDEL,DENMARK,55.697,9.193
N/A,KOLDING,DENMARK,55.436,9.331
FAE,VAGAR,FAROE ISL.,62.064,-7.277
N/A,VESTHIMMERLAND,DENMARK,56.847,9.459
STA,STAUNING,DENMARK,55.990,8.354
N/A,VAERLOSE,DENMARK,55.767,12.343
AAL,AALBORG,DENMARK,57.093,9.849
LUX,LUXEMBURG,LUXEMBURG,49.626,6.211
AES,ALESUND,NORWAY,62.560,6.110
ANX,ANDOYA,NORWAY,69.293,16.144
ALF,ALTA,NORWAY,69.977,23.366
N/A,FORDE,NORWAY,61.392,5.764
N/A,BOMOEN,NORWAY,60.639,6.501
BNN,BRONNOYSUND,NORWAY,65.459,12.214
BOO,BODOE,NORWAY,67.269,14.363
BGO,BERGEN,NORWAY,60.293,5.218
BJF,BATSFJORD,NORWAY,70.600,29.692
KRS,KRISTIANSAND,NORWAY,58.204,8.085
N/A,DAGLI,NORWAY,60.417,8.514
BDU,BARDUFOSS,NORWAY,69.056,18.540
EVE,EVENES,NORWAY,68.491,16.678
FBU,OSLO,NORWAY,59.896,10.617
VDB,FAGERNES,NORWAY,61.011,9.293
FRO,FLORO,NORWAY,61.584,5.025
OSL,OSLO,NORWAY,60.194,11.100
HMR,HAMAR,NORWAY,60.818,11.067
HAU,HAUGESUND,NORWAY,59.345,5.208
HAA,HASVIK,NORWAY,70.487,22.140
KSU,KRISTIANSUND,NORWAY,63.112,7.824
N/A,KJELLER,NORWAY,59.969,11.036
KKN,KIRKENES,NORWAY,69.725,29.887
FAN,LISTA,NORWAY,58.100,6.625
MOL,MOLDE,NORWAY,62.746,7.272
MJF,MOSJOEN,NORWAY,65.784,13.215
LKL,BANAK,NORWAY,70.069,24.973
N/A,NOTODDEN,NORWAY,59.566,9.212
OLA,ORLAND,NORWAY,63.699,9.604
RRS,ROROS,NORWAY,62.578,11.342
N/A,RYGGE,NORWAY,59.379,10.786
LYR,SVALBARD,NORWAY,78.246,15.466
SOG,SOGNDAL,NORWAY,61.156,7.136
SKE,SKIEN,NORWAY,59.185,9.567
SRP,STORD,NORWAY,59.792,5.341
SOJ,SORKJOSEN,NORWAY,69.787,20.959
N/A,SVARTNES,NORWAY,70.355,31.045
SSJ,SANDNESSJOEN,NORWAY,65.957,12.469
TOS,TROMSO,NORWAY,69.683,18.919
TRF,TORP,NORWAY,59.187,10.259
TRD,TRONDHEIM,NORWAY,63.458,10.940
SVG,STAVANGER,NORWAY,58.877,5.638
GDN,GDANSK,POLAND,54.377,18.466
KRK,KRAKOW,POLAND,50.078,19.785
N/A,KATOWICE,POLAND,50.238,19.035
N/A,KOSZALIN,POLAND,54.042,16.264
KTW,KATOWICE,POLAND,50.474,19.080
N/A,LODZ,POLAND,51.722,19.398
N/A,MIELEC,POLAND,50.322,21.462
POZ,POZNAN,POLAND,52.421,16.826
RZE,RZESZOW,POLAND,50.110,22.019
SZZ,SZCZECHIN,POLAND,53.585,14.902
N/A,SZCZECHIN,POLAND,53.392,14.634
OSP,SLUPSK,POLAND,54.479,17.108
N/A,SHAPAJA,PERU,53.791,15.828
WAW,WARSAW,POLAND,52.166,20.967
WRO,WROCLAW,POLAND,51.102,16.886
IEG,ZIELONA GORA,POLAND,52.139,15.799
N/A,LINKOEPING,SWEDEN,58.402,15.526
N/A,NORRKOEPING,SWEDEN,58.611,16.103
N/A,UPPSALA,SWEDEN,59.897,17.588
N/A,STOCKHOLM,SWEDEN,59.181,17.912
AGH,ANGELHOLM,SWEDEN,56.296,12.847
RNB,RONNEBY,SWEDEN,56.267,15.265
N/A,HASSLOSA,SWEDEN,58.409,13.262
N/A,KNISLINGE,SWEDEN,56.184,14.132
N/A,MOHOLM,SWEDEN,58.598,14.114
N/A,KOSTA,SWEDEN,56.844,15.452
N/A,RADA,SWEDEN,58.498,13.053
N/A,BYHOLMA,SWEDEN,56.785,13.602
GOT,GOTHENBORG,SWEDEN,57.663,12.280
JKG,JOENKOEPING,SWEDEN,57.758,14.069
N/A,FALKOPING,SWEDEN,58.170,13.588
LDK,LIDKOPING,SWEDEN,58.465,13.174
GSE,GOTHENBORG,SWEDEN,57.775,11.870
KVB,SKOVDE,SWEDEN,58.456,13.973
THN,TROLLHATTAN,SWEDEN,58.318,12.345
N/A,KARLSBORG,SWEDEN,58.514,14.507
N/A,SATENAS,SWEDEN,58.426,12.714
N/A,GIMO,SWEDEN,60.133,18.105
N/A,STOCKHOLM,SWEDEN,59.419,17.891
KSK,KARLSKOGA,SWEDEN,59.346,14.496
MXX,MORA,SWEDEN,60.958,14.511
NYO,STOCKHOLM,SWEDEN,58.789,16.912
N/A,STRANGNAS,SWEDEN,59.314,17.109
N/A,ARVIKA,SWEDEN,59.676,12.639
N/A,BJORKVIK,SWEDEN,58.791,16.571
N/A,EMMABODA,SWEDEN,56.611,15.605
N/A,LJUNGBY,SWEDEN,56.950,13.922
KID,KRISTIANSTAD,SWEDEN,55.922,14.085
JLD,LANDSKRONA,SWEDEN,55.945,12.861
OSK,OSKARSHAMN,SWEDEN,57.350,16.498
N/A,ANDERSTORP,SWEDEN,57.264,13.599
KLR,KALKMAR,SWEDEN,56.685,16.288
MMX,MALMOE,SWEDEN,55.530,13.371
HAD,HALMSTAD,SWEDEN,56.691,12.820
N/A,HAGSHULT,SWEDEN,57.292,14.137
VXO,VAXJO,SWEDEN,56.929,14.728
N/A,HALLVIKEN,SWEDEN,63.738,15.458
N/A,HEDE,SWEDEN,62.409,13.747
EVG,SVEG,SWEDEN,62.048,14.423
N/A,FARILA,SWEDEN,61.898,15.705
GEV,GALLIVARE,SWEDEN,67.132,20.814
HUV,HUDIKSVALL,SWEDEN,61.768,17.081
N/A,KUBBE,SWEDEN,63.634,17.940
N/A,JOKKMOKK,SWEDEN,66.496,20.147
KRF,KRAMFORS,SWEDEN,63.048,17.769
LYC,LYCKSELE,SWEDEN,64.548,18.716
N/A,OPTAND,SWEDEN,63.129,14.803
SDL,SUNDSVALL,SWEDEN,62.528,17.444
OER,ORNSKOLDSVIK,SWEDEN,63.408,18.990
N/A,PITEA,SWEDEN,65.399,21.265
KRN,KIRUNA,SWEDEN,67.822,20.337
N/A,ORSA,SWEDEN,61.190,14.712
SFT,SKELLEFTEA,SWEDEN,64.625,21.077
N/A,SATTNA,SWEDEN,62.481,17.003
UME,UMEA,SWEDEN,63.792,20.282
VHM,VILHELMINA,SWEDEN,64.579,16.833
AJR,ARVIDSJAUR,SWEDEN,65.590,19.282
ORB,OREBRO,SWEDEN,59.224,15.038
N/A,HAGFORS,SWEDEN,60.020,13.579
VST,VASTERAS,SWEDEN,59.589,16.634
LLA,LULEA,SWEDEN,65.544,22.122
OSD,OSTERSUND,SWEDEN,63.194,14.502
N/A,VIDSEL,SWEDEN,65.875,20.150
N/A,HEDEN,SWEDEN,65.836,21.471
N/A,ARBOGA,SWEDEN,59.386,15.924
ARN,STOCKHOLM,SWEDEN,59.652,17.919
BMA,STOCKHOLM,SWEDEN,59.354,17.941
BLE,BORLANGE,SWEDEN,60.422,15.515
HLF,HULTSFRED,SWEDEN,57.526,15.824
GVX,GAVLE,SWEDEN,60.593,16.951
LPI,LINKOEPING,SWEDEN,58.406,15.680
NRK,NORRKOEPING,SWEDEN,58.586,16.251
N/A,TORSBY,SWEDEN,60.157,12.991
N/A,ESKILSTUNA,SWEDEN,59.351,16.708
VBY,VISBY,SWEDEN,57.663,18.346
N/A,AMSELE,SWEDEN,64.571,19.314
N/A,MOHED,SWEDEN,64.961,17.696
N/A,IDRE,SWEDEN,61.869,12.691
N/A,FALLFORS,SWEDEN,65.106,20.761
N/A,KALIXFORS,SWEDEN,67.765,20.257
N/A,HEMAVAN,SWEDEN,65.806,15.083
SPM,SPANGDAHLEM,GERMANY,49.973,6.692
RMS,RAMSTEIN,GERMANY,49.438,7.601
N/A,BAMBERG,GERMANY,49.920,10.914
N/A,BAUMHOLDER,GERMANY,49.650,7.300
GHF,GIEBELSTADT,GERMANY,49.648,9.966
N/A,BRUECKEBURG,GERMANY,52.278,9.082
ZCN,CELLE,GERMANY,52.591,10.022
N/A,RHEINE-BRENTLANGE,GERMANY,52.291,7.387
N/A,FRITZLAR,GERMANY,51.114,9.286
N/A,ITZEHOE,GERMANY,53.994,9.578
N/A,LAUPHEIM,GERMANY,48.220,9.910
N/A,MENDIG,GERMANY,50.366,7.315
N/A,NIEDERSTETTEN,GERMANY,49.392,9.958
N/A,ROTH,GERMANY,49.218,11.101
N/A,FASSBERG,GERMANY,52.919,10.184
N/A,COTTBUS,GERMANY,51.768,14.292
N/A,GRAFENWOEHR,GERMANY,49.699,11.941
ZNF,HANAU,GERMANY,50.169,8.961
QHD,HEIDELBERG,GERMANY,49.393,8.652
N/A,HOHENFELS,GERMANY,49.218,11.836
N/A,KITZINGEN,GERMANY,49.743,10.201
N/A,EGGEBECK,GERMANY,54.625,9.341
N/A,NORDHOLZ,GERMANY,53.767,8.658
N/A,DIEPHOLZ,GERMANY,52.585,8.341
GKE,GEILENKIRCHEN,GERMANY,50.961,6.042
N/A,HOHN,GERMANY,54.312,9.538
N/A,JEVER,GERMANY,53.533,7.889
RLG,LAAGE,GERMANY,53.918,12.279
N/A,NOERVENICH,GERMANY,50.831,6.658
N/A,HOPSTEN,GERMANY,52.339,7.541
N/A,PRESCHEN,GERMANY,51.664,14.634
N/A,SCHLESWIG,GERMANY,54.459,9.516
N/A,WITTMUNDHAFEN,GERMANY,53.548,7.667
N/A,NEUBRANDENBURG,GERMANY,53.602,13.306
N/A,WUNSTORF,GERMANY,52.457,9.427
N/A,VILSECK,GERMANY,49.634,11.767
N/A,COLEMAN,GERMANY,49.563,8.463
N/A,WIESBADEN,GERMANY,50.050,8.325
N/A,LANDSBERG,GERMANY,48.071,10.906
N/A,BUECHEL,GERMANY,50.174,7.063
N/A,ERDING,GERMANY,48.322,11.949
FEL,FUERSTENFELDBRUCK,GERMANY,48.206,11.267
N/A,HOLZDORF,GERMANY,51.768,13.167
N/A,INGOLSTADT,GERMANY,48.716,11.534
N/A,LECHFELD,GERMANY,48.186,10.862
N/A,MEMMINGEN,GERMANY,47.989,10.239
N/A,NEUBURG,GERMANY,48.711,11.211
LRC,LAARBRUCH,GERMANY,51.602,6.143
GUT,GUETERSLOH,GERMANY,51.923,8.306
BGN,BRUEGGEN,GERMANY,51.200,6.132
ALJ,ALEXANDER BAY,SOUTH AFRICA,-28.575,16.533
AGZ,AGGENEYS,SOUTH AFRICA,-29.282,18.814
N/A,ARNOT POWER STATION,SOUTH AFRICA,-25.944,29.810
N/A,BRAKPAN,SOUTH AFRICA,-26.239,28.302
VIY,BISHO,SOUTH AFRICA,-32.897,27.279
BFN,BLOEMFONTEIN,SOUTH AFRICA,-29.092,26.302
N/A,BETHLEHEM,SOUTH AFRICA,-28.248,28.336
N/A,BOTHAVILLE,SOUTH AFRICA,-27.367,26.629
N/A,CARLETONVILLE,SOUTH AFRICA,-26.369,27.350
CPT,CAPE TOWN,SOUTH AFRICA,-33.965,18.602
N/A,CALVINIA,SOUTH AFRICA,-31.500,19.726
N/A,DE AAR,SOUTH AFRICA,-30.637,23.920
N/A,DWAALBOOM,SOUTH AFRICA,-24.805,26.832
N/A,DUNDEE,SOUTH AFRICA,-28.183,30.224
DUR,DURBAN,SOUTH AFRICA,-29.970,30.950
ELS,EAST LONDON,SOUTH AFRICA,-33.036,27.826
N/A,ERMELO,SOUTH AFRICA,-26.495,29.980
ELL,ELLISRAS,SOUTH AFRICA,-23.726,27.688
N/A,FICKSBURG,SOUTH AFRICA,-28.823,27.909
GCJ,JOHANNESBURG,SOUTH AFRICA,-25.986,28.140
GRJ,GEORGE,SOUTH AFRICA,-34.005,22.379
N/A,GIYANI,SOUTH AFRICA,-23.284,30.650
HCS,JOHANNESBURG,SOUTH AFRICA,-26.242,28.151
N/A,GRAHAMSTOWN,SOUTH AFRICA,-33.285,26.498
N/A,GREYTOWN,SOUTH AFRICA,-29.122,30.587
N/A,HARMONY,SOUTH AFRICA,-28.079,26.861
N/A,PULLENSHOPE,SOUTH AFRICA,-25.979,29.619
GHC,HEIDELBERG,SOUTH AFRICA,-26.506,28.394
N/A,HEIBRON,SOUTH AFRICA,-27.278,27.996
N/A,HARRISMITH,SOUTH AFRICA,-28.235,29.106
HDS,HOEDSPRUIT,SOUTH AFRICA,-24.369,31.049
N/A,HENDRIK VERWOERDDAM,SOUTH AFRICA,-30.562,25.528
JNB,JOHANNESBURG,SOUTH AFRICA,-26.139,28.246
N/A,KLERKSDORP,SOUTH AFRICA,-26.871,26.718
N/A,KOMATI POWER STATION,SOUTH AFRICA,-26.093,29.455
N/A,KRIEL,SOUTH AFRICA,-26.252,29.194
KIM,KIMBERLEY,SOUTH AFRICA,-28.803,24.765
N/A,KOMATIPOORT,SOUTH AFRICA,-25.441,31.930
N/A,KRUGERSDORP,SOUTH AFRICA,-26.081,27.726
N/A,KROONSTAD,SOUTH AFRICA,-27.661,27.316
N/A,KURUMAN,SOUTH AFRICA,-27.457,23.411
KLZ,KLEINSEE,SOUTH AFRICA,-29.688,17.094
HLA,JOHANNESBURG,SOUTH AFRICA,-25.938,27.926
N/A,LADYBRAND,SOUTH AFRICA,-29.181,27.453
N/A,LICHTENBURG,SOUTH AFRICA,-26.176,26.184
LCD,LOUIS TRICHARDT,SOUTH AFRICA,-23.160,29.696
N/A,LANGEBAANWEG,SOUTH AFRICA,-32.969,18.160
LAY,LADYSMITH,SOUTH AFRICA,-28.582,29.750
N/A,MIDDELBURG,SOUTH AFRICA,-25.685,29.440
MGH,MARGATE,SOUTH AFRICA,-30.857,30.343
N/A,MARBLE HALL,SOUTH AFRICA,-24.989,29.283
N/A,MAJUBA POWER STATION,SOUTH AFRICA,-27.079,29.778
MFK,MAFIKENG,SOUTH AFRICA,-25.753,25.612
MBO,MMABATHO,SOUTH AFRICA,-25.798,25.548
N/A,MALALANE,SOUTH AFRICA,-25.473,31.566
MEZ,MESSINA,SOUTH AFRICA,-22.356,29.986
N/A,MKUZE,SOUTH AFRICA,-27.626,32.044
NCS,NEWCASTLE,SOUTH AFRICA,-27.771,29.977
NLP,NELSPRUIT,SOUTH AFRICA,-25.501,30.913
N/A,NYLSTROOM,SOUTH AFRICA,-24.686,28.435
N/A,OVERBERG,SOUTH AFRICA,-34.555,20.250
DUH,OUDTSHOORN,SOUTH AFRICA,-33.607,22.189
N/A,PIETERSBURG,SOUTH AFRICA,-23.845,29.459
PLZ,PORT ELIZABETH,SOUTH AFRICA,-33.985,25.617
N/A,PLETTENBERG BAY,SOUTH AFRICA,-34.090,23.328
PHW,PHALABORWA,SOUTH AFRICA,-23.937,31.155
PTG,PIETERSBURG,SOUTH AFRICA,-23.926,29.484
N/A,PORT SAINT JOHNS,SOUTH AFRICA,-31.606,29.520
PZB,PIETERMARITZBURG,SOUTH AFRICA,-29.649,30.399
NTY,PILANESBERG,SOUTH AFRICA,-25.334,27.173
N/A,POTGIETERSRUS,SOUTH AFRICA,-24.230,28.984
N/A,POMFRET,SOUTH AFRICA,-25.847,23.538
N/A,POTCHEFSTROOM,SOUTH AFRICA,-26.671,27.082
N/A,PARYS,SOUTH AFRICA,-26.889,27.503
UTW,QUEENSTOWN,SOUTH AFRICA,-31.920,26.882
RCB,RICHARD'S BAY,SOUTH AFRICA,-28.741,32.092
N/A,RUSTENBURG,SOUTH AFRICA,-25.644,27.271
N/A,ROBERTSON,SOUTH AFRICA,-33.812,19.903
SBU,SPRINGBOK,SOUTH AFRICA,-29.689,17.939
N/A,SECUNDA,SOUTH AFRICA,-26.524,29.170
N/A,SALDANHA,SOUTH AFRICA,-32.964,17.969
N/A,SPRINGS,SOUTH AFRICA,-26.248,28.398
N/A,SWARTKOP,SOUTH AFRICA,-25.809,28.164
SIS,SISHEN,SOUTH AFRICA,-27.648,22.999
N/A,SACE,SOUTH AFRICA,-25.961,29.209
SZK,SKUKUZA,SOUTH AFRICA,-24.961,31.589
N/A,TOMMY'S FIELD,SOUTH AFRICA,-28.260,22.993
THY,THOHOYANDOU,SOUTH AFRICA,-23.079,30.383
TCU,THABA NCHU,BOPHUTHATSWANA,-29.319,26.823
N/A,BLOEMFONTEIN,SOUTH AFRICA,-29.033,26.157
N/A,TUTUKA,SOUTH AFRICA,-26.776,29.339
LTA,TZANEEN,SOUTH AFRICA,-23.824,30.329
ULD,ULUNDI,SOUTH AFRICA,-28.321,31.416
UTN,UPINGTON,SOUTH AFRICA,-28.401,21.261
UTT,UMTATA,SOUTH AFRICA,-31.548,28.674
VRU,VRYBURG,SOUTH AFRICA,-26.982,24.729
VIR,DURBAN,SOUTH AFRICA,-29.771,31.058
N/A,VANDERBIJLPARK,SOUTH AFRICA,-26.692,27.778
N/A,VREDENDAL,SOUTH AFRICA,-31.641,18.545
N/A,VEREENIGING,SOUTH AFRICA,-26.566,27.961
VYD,VRYHEID,SOUTH AFRICA,-27.787,30.795
PRY,PRETORIA,SOUTH AFRICA,-25.654,28.224
N/A,WITBANK,SOUTH AFRICA,-25.832,29.192
N/A,WATERKLOOF,SOUTH AFRICA,-25.830,28.222
WEL,WELKOM,SOUTH AFRICA,-27.998,26.669
N/A,WESSELSBRUNN,SOUTH AFRICA,-27.847,26.350
N/A,YSTERPLAAT,SOUTH AFRICA,-33.900,18.498
N/A,ZEERUST,SOUTH AFRICA,-25.599,26.042
FRW,FRANCISTOWN,BOTSWANA,-21.159,27.474
JWA,JWANENG,BOTSWANA,-24.602,24.691
BBK,KASANE,BOTSWANA,-17.833,25.162
MUB,MAUN,BOTSWANA,-19.972,23.431
ORP,ORAPA,BOTSWANA,-21.266,25.320
GBE,GABERONE,BOTSWANA,-24.555,25.918
PKW,SELEBI-PHIKWE,BOTSWANA,-22.058,27.829
BZV,BRAZZAVILLE,CONGO,-4.252,15.253
ION,IMPFONDO,CONGO,1.589,18.047
MKJ,MAKOUA,CONGO,-0.021,15.575
FTX,OWANDO,CONGO,-0.531,15.950
OUE,OUESSO,CONGO,1.616,16.038
KMK,MAKABANA,CONGO,-3.483,12.617
DIS,LOUDIMA,CONGO,-4.208,12.661
PNR,POINTE-NOIRE,CONGO,-4.813,11.886
MTS,MANZINI,SWAZILAND,-26.529,31.308
BGF,BANGUI,CENTRAL AFRICAN REP.,4.398,18.519
BGU,BANGASSOU,CENTRAL AFRICAN REP.,4.784,22.781
IRO,BIRAO,CENTRAL AFRICAN REP.,10.236,22.717
BBY,BAMBARI,CENTRAL AFRICAN REP.,5.847,20.649
NDL,N'DELE,CENTRAL AFRICAN REP.,8.427,20.635
BOP,BOUAR,CENTRAL AFRICAN REP.,5.958,15.637
BIV,BRIA,CENTRAL AFRICAN REP.,6.528,21.989
BBT,BERBERATI,CENTRAL AFRICAN REP.,4.221,15.786
AIG,YALINGA,CENTRAL AFRICAN REP.,45.154,-89.111
BSG,BATA,EQUATORIAL GUINEA,1.905,9.806
SSG,MALABO,EQUATORIAL GUINEA,3.755,8.709
N/A,WIDE AWAKE,ACORES,-7.969,-14.394
MRU,PLAISANCE,MAURITIUS,-20.430,57.683
RRG,RODRIGUEZ ISLAND,MAURITIUS,-19.758,63.362
N/A,DIEGO GARCIA ISLAND,DIEGO GARCIA ISLAND,-7.313,72.411
TKC,TIKO,CAMEROON,4.089,9.360
DLA,DOUALA,CAMEROON,4.006,9.719
OUR,BATOURI,CAMEROON,4.473,14.364
MVR,MAROUA,CAMEROON,10.451,14.257
FOM,FOUMBAN,CAMEROON,5.637,10.751
NGE,N'GAOUNDERE,CAMEROON,7.357,13.559
GOU,GAROUA,CAMEROON,9.336,13.370
BFX,BAFOUSSAM,CAMEROON,5.537,10.354
BPC,BAMENDA,CAMEROON,6.039,10.123
YAO,YAOUNDE,CAMEROON,3.835,11.524
N/A,KASOMPE,ZAMBIA,-12.573,27.894
N/A,KALABO,ZAMBIA,-14.997,22.648
LVI,LIVINGSTONE,ZAMBIA,-17.822,25.822
LUN,LUSAKA,ZAMBIA,-15.331,28.453
N/A,MANSA,ZAMBIA,-11.138,28.875
MFU,MFUWE,ZAMBIA,-13.259,31.936
N/A,MONGU,ZAMBIA,-15.254,23.162
N/A,MUFULIRA,ZAMBIA,-12.565,28.299
NLA,NDOLA,ZAMBIA,-12.998,28.665
KIW,SOUTHDOWNS,ZAMBIA,-12.900,28.150
N/A,ZAMBEZI,ZAMBIA,-13.539,23.110
HAH,MORONI,COMOROS ISLANDS,-11.534,43.272
NWA,MOHELI,COMOROS ISLANDS,-12.298,43.766
YVA,MORONI,COMOROS ISLANDS,-11.711,43.244
AJN,ANJOUAN,COMOROS ISLANDS,-12.132,44.430
DZA,DZAOUDZI,MAYOTTE ISLAND,-12.805,45.281
RUN,ST.-DENIS,REUNION ISLAND,-20.887,55.510
ZSE,ST.-PIERRE,REUNION ISLAND,-21.321,55.425
TNR,ANTANANARIVO,MADAGASCAR,-18.797,47.479
ZVA,MIANDRIVAZO,MADAGASCAR,-19.563,45.451
SMS,SAINTE MARIE,MADAGASCAR,-17.094,49.816
TMM,TOAMASINA,MADAGASCAR,-18.109,49.392
MOQ,MORONDAVA,MADAGASCAR,-20.285,44.318
DIE,ANTSIRANANA,MADAGASCAR,-12.349,49.292
WMR,MANANARA,MADAGASCAR,-16.164,49.774
